Stock Symbol      Profit            Buy Price                  Buy Date
         PEP    5.241085                 None                      None
          PG   24.882660                 None                      None
         UNH   12.361496                 None                      None
         MRK   33.663696                 None                      None
        ABBV    4.436729                 None                      None
         CVS   26.125549                 None                      None
         WMT   22.890427                 None                      None
         TGT  112.575958                 None                      None
        COST   48.674744                 None                      None
         LOW   20.016098                 None                      None
         TJX   11.384445                 None                      None
           M   19.869888                 None                      None
         AMT    8.906261                 None                      None
         CCI    8.755554                 None                      None
         PLD   45.701714                 None                      None
         SPG   24.168594                 None                      None
        EQIX  340.734253                 None                      None
         DLR   14.962608                 None                      None
         AVB   19.361496                 None                      None
         EQR    4.717407                 None                      None
         AIV    2.230000                 None                      None
         UDR    4.469135                 None                      None
         VTR    8.827400                 None                      None
           O    5.708107                 None                      None
          WY    5.747921                 None                      None
         BXP    9.204182                 None                      None
         SLG    8.882547                 None                      None
         ARE   12.731155                 None                      None
         HST    0.612581                 None                      None
         HLT   38.942062                 None                      None
         MAR   86.960526                 None                      None
           H   14.490002                 None                      None
         HGV   42.501930                 None                      None
         IHG   26.091270                 None                      None
         CCL   31.209991                 None                      None
         RCL    4.600001                 None                      None
        NCLH    3.290001                 None                      None
         LUV   22.510002                 None                      None
         UAL    4.389660                 None                      None
         DAL   14.449026                 None                      None
         AAL    2.879999                 None                      None
        JBLU    2.450000                 None                      None
         ALK    6.570000                 None                      None
        SAVE    0.424608                 None                      None
        EXPE   21.419991                 None                      None
        BKNG 1595.669922                 None                      None
         SIX    7.236938                 None                      None
         FUN   13.269997                 None                      None
        PLNT   22.889992                 None                      None
        SEAS   16.945000                 None                      None
         CZR    8.820004                 None                      None
         MGM   15.579552                 None                      None
        WYNN   69.733692                 None                      None
         LVS   17.240711                 None                      None
        ROST   30.917450                 None                      None
         BBY   17.249382                 None                      None
        TSCO   23.895081                 None                      None
          DG   59.563828                 None                      None
        DLTR    2.797150                 None                      None
          KR    4.600006                 None                      None
        SOXL   21.058343                 None                      None
        TQQQ   24.993134                 None                      None
        FNGU  113.450012                 None                      None
        SPXL   39.966354                 None                      None
        UDOW   34.028049                 None                      None
         TNA   16.679995                 None                      None
        NUGT   15.193527                 None                      None
        JNUG   12.973614                 None                      None
        GUSH   28.213867                 None                      None
         FAS    9.315826                 None                      None
         TLT   11.662453                 None                      None
         XLF    2.041447                 None                      None
         XLU    3.721321                 None                      None
         XLK   59.082214                 None                      None
         XLI   24.537621                 None                      None
         XLB    7.808250                 None                      None
         XLP    6.057274                 None                      None
         XLV   20.987244                 None                      None
         XLY   39.650726                 None                      None
         XBI    9.589767                 None                      None
         XRT    9.776718                 None                      None
         XHB   27.699863                 None                      None
         XME   15.956623                 None                      None
         XSD   82.368561                 None                      None
         XSW   37.626015                 None                      None
        XITK   51.513077                 None                      None
        XNTK   46.115158                 None                      None
        XWEB   18.088005                 None                      None
         AMD   51.860008                 None                      None
        INTC   18.994207                 None                      None
          MU   28.961105                 None                      None
         TXN   36.153488                 None                      None
        AVGO  395.067993                 None                      None
        AMAT   85.085258                 None                      None
         ADP   12.257736                 None                      None
        ADSK   24.550003                 None                      None
        ASML  312.066254                 None                      None
        BIDU  115.820007                 None                      None
        BIIB   78.629974                 None                      None
        BMRN    8.959999                 None                      None
        CDNS  107.359985                 None                      None
        CHKP   33.040009                 None                      None
        CTAS  106.609283                 None                      None
        CTSH   10.525249                 None                      None
          EA    7.007263                 None                      None
        EBAY   17.994293                 None                      None
        FAST   16.060215                 None                      None
         HAS    9.933357                 None                      None
        HSIC    5.619995                 None                      None
        IDXX  231.160004                 None                      None
        ILMN   23.919998                 None                      None
        INCY    5.480003                 None                      None
        INTU  165.213562                 None                      None
        ISRG   83.229996                 None                      None
        JBHT   31.500443                 None                      None
        KLAC  261.149567                 None                      None
        LRCX  294.616974                 None                      None
        MCHP   25.214340                 None                      None
        MDLZ   15.179432                 None                      None
        MNST   18.944996                 None                      None
        NTAP   13.809105                 None                      None
        NTES   65.044296                 None                      None
         CVX   34.471436                 None                      None
          GS    4.361969                 None                      None
         UNP   30.755661                 None                      None
         RTX   22.671165                 None                      None
          BA    6.063072                 None                      None
         MMM  116.089996                 None                      None
         CAT   90.756058                 None                      None
         IBM   30.543839                 None                      None
         HON   17.509720                 None                      None
          VZ    2.274063                 None                      None
          GE   53.041485                 None                      None
         LLY  290.392761                 None                      None
        SMCI  222.419830                 None                      None
        SCHW   13.059502                 None                      None
         GDX    6.925482                 None                      None
         EEM    5.533958                 None                      None
         EWZ   11.164804                 None                      None
         FXI    0.000000                 None                      None
         ARM    3.391235                 None                      None
         LIN  133.000214                 None                      None
        CSCO   17.204292                 None                      None
         DHR    5.741180                 None                      None
         UPS   31.120270                 None                      None
          BX   23.254486                 None                      None
         TMO   63.453186                 None                      None
         MDT   10.409325                 None                      None
         BLK  148.658203                 None                      None
          PM   16.782860                 None                      None
         PNC   19.009003                 None                      None
        UBER   20.539999                 None                      None
        ABNB   57.124992                 None                      None
        BABA   10.220001                 None                      None
        SNAP    0.320000                 None                      None
         TSM   25.084877                 None                      None
          SQ   21.199989                 None                      None
        ROKU   49.840004                 None                      None
        DOCU   29.209995                 None                      None
        CRWD   57.559975                 None                      None
         NET   36.100002                 None                      None
          ZS   65.730011                 None                      None
        OKTA   43.470001                 None                      None
         MDB  246.145065                 None                      None
        DDOG   36.600006                 None                      None
        SNOW   65.930008                 None                      None
        FSLY   12.819999                 None                      None
        PINS   10.359999                 None                      None
        TWLO   32.320000                 None                      None
        ETSY    4.669991                 None                      None
        FVRR    2.480000                 None                      None
       BRK-B   84.160034                 None                      None
       GOOGL   37.519997                 None                      None
         ACN   18.916000                 None                      None
         ABT   67.132233                 None                      None
        TMUS    8.850021                 None                      None
          MS   10.876968                 None                      None
         BMY    4.441696                 None                      None
         NOW  206.500031                 None                      None
        SPGI   84.014496                 None                      None
         AXP   50.462906                 None                      None
          DE   73.691315                 None                      None
          TM   34.470001                 None                      None
         ELV   22.488190                 None                      None
         NEE   83.787750                 None                      None
         SYK    4.314003                 None                      None
         MMC   34.139923                 None                      None
        VRTX  104.150055                 None                      None
        REGN  311.009888                 None                      None
          CB   38.943939                 None                      None
         ADI   60.971100                 None                      None
         ETN  102.921326                 None                      None
         ZTS   60.079025                 None                      None
          MO    6.962639                 None                      None
         BDX   54.352570                 None                      None
         BSX  180.960052                 None                      None
        SNPS   14.310001                 None                      None
          SO    7.806892                 None                      None
          FI   21.779991                 None                      None
          WM   13.149796                 None                      None
        LULU   95.960022                 None                      None
         FDX  101.790451                 None                      None
        DELL   29.605061                 None                      None
         MSI  107.702133                 None                      None
         KHC    6.103580                 None                      None
        PLTR   14.050002                 None                      None
        MRNA   52.989990                 None                      None
        TTWO   56.709984                 None                      None
         HYG   12.033218                 None                      None
         IVV  108.366791                 None                      None
         LQD   11.081947                 None                      None
         IEF    5.494385                 None                      None
         SMH   56.587006                 None                      None
        ARKK   18.614750                 None                      None
        SOXX  212.467285                 None                      None
        QUAL   32.011681                 None                      None
        XLRE    3.997475                 None                      None
        MSTR  208.040070                 None                      None
