Stock Symbol     Profit            Buy Price                  Buy Date
        XWEB   6.036003                 None                       NaT
         USO  11.179996                 None                       NaT
        GLDM   0.000000                 None                       NaT
         AMD   4.270004                 None                       NaT
        QCOM   3.604477                 None                       NaT
         TXN   0.000000                 None                       NaT
        AVGO  28.435120                 None                       NaT
        AMAT   1.826035                 None                       NaT
         ADP  21.887451                 None                       NaT
        ADSK   0.000000                 None                       NaT
        ASML   0.000000                 None                       NaT
        BIDU   4.759995                 None                       NaT
        BIIB   0.000000                 None                       NaT
        BMRN   0.000000                 None                       NaT
        CDNS  -0.279999                 None                       NaT
        CELG   0.000000                 None                       NaT
        CERN   0.000000                 None                       NaT
        CHKP  13.950005                 None                       NaT
        CTAS   9.224518                 None                       NaT
        CTSH   6.531857                 None                       NaT
        CTXS   0.000000                 None                       NaT
        DLTR   0.000000                 None                       NaT
          EA   0.000000                 None                       NaT
        EBAY   0.000000                 None                       NaT
        EXPE   5.079994                 None                       NaT
        FAST   4.591965                 None                       NaT
        FISV   0.000000                 None                       NaT
        GILD   0.000000                 None                       NaT
         HAS   8.849564                 None                       NaT
        HSIC   0.000000                 None                       NaT
        IDXX   0.000000                 None                       NaT
        ILMN   0.000000                 None                       NaT
        INCY   0.209995                 None                       NaT
        INTU  52.957245                 None                       NaT
        ISRG   8.979980                 None                       NaT
        KLAC  48.205444                 None                       NaT
        LRCX  62.511108                 None                       NaT
         MAR  22.970016                 None                       NaT
        MCHP   7.242409                 None                       NaT
        MDLZ   0.000000                 None                       NaT
        MNST   0.000000                 None                       NaT
        MXIM   0.000000                 None                       NaT
         MYL   0.000000                 None                       NaT
        NTAP   5.120392                 None                       NaT
        NTES  14.929092                 None                       NaT
         XOM  15.896286                 None                       NaT
         CVX  26.809143                 None                       NaT
          GS   4.948730                 None                       NaT
         UNP   4.294861                 None                       NaT
         RTX   0.000000                 None                       NaT
          BA   3.839996                 None                       NaT
         MMM   0.000000                 None                       NaT
         IBM  13.000656                 None                       NaT
         HON   7.787415                 None                       NaT
         NKE   6.368637                 None                       NaT
         MCD   2.237976                 None                       NaT
          VZ   0.769501                 None                       NaT
         JNJ   0.000000                 None                       NaT
          PG   5.905334                 None                       NaT
         WMT   9.619202                 None                       NaT
         LMT   0.000000                 None                       NaT
        COST  41.204529                 None                       NaT
          GE  15.838600                 None                       NaT
         LLY  70.179413                 None                       NaT
         UTX   0.000000                 None                       NaT
        ASML   0.000000                 None                       NaT
        SCHW   0.000000                 None                       NaT
         GDX   0.000000                 None                       NaT
